transaction_date,owner,ticker,asset_type,type,amount,senator,basis,SPY basis
02/21/2018,Self,BUD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,105,271
02/15/2018,Joint,NVDA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,61,271
02/08/2018,Self,C,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,73,262
03/02/2018,Joint,PODD,Stock,Sale (Partial),"$100,001 - $250,000",Tina Smith,72,267
02/28/2018,Joint,UHAL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",346,273
02/28/2018,Joint,CSCO,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",45,273
02/26/2018,Joint,DISCA,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",24,276
02/23/2018,Joint,DVN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,273
02/23/2018,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,273
02/22/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,271
02/22/2018,Joint,KN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",14,271
02/21/2018,Joint,DVN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,271
02/20/2018,Joint,UPS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",105,271
02/16/2018,Joint,KN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",14,273
02/14/2018,Joint,KN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",13,267
02/13/2018,Joint,XOM,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",76,264
02/13/2018,Joint,UPS,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",106,264
02/13/2018,Joint,SU,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",33,264
02/12/2018,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,264
02/12/2018,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,264
02/12/2018,Joint,KN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",13,264
02/12/2018,Joint,KN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",13,264
02/12/2018,Joint,UPS,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",106,264
02/09/2018,Joint,SUN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,259
02/09/2018,Joint,SUN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,259
02/09/2018,Joint,XOM,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",75,259
02/09/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",33,259
02/09/2018,Joint,UPS,Stock,Purchase,"$50,001 - $100,000","David A Perdue , Jr",106,259
02/09/2018,Joint,SU,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",33,259
02/08/2018,Joint,HBI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",19,262
02/08/2018,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,262
02/06/2018,Joint,SHLX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",26,264
02/06/2018,Joint,SHLX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",26,264
02/06/2018,Joint,AXTA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,264
02/06/2018,Joint,DVN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",38,264
02/06/2018,Joint,DVN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",38,264
02/06/2018,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,264
02/06/2018,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,264
02/06/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",32,264
02/06/2018,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,264
02/06/2018,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,264
02/05/2018,Joint,SHLX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",26,269
02/05/2018,Joint,SUN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,269
02/05/2018,Joint,GLW,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",30,269
02/05/2018,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,269
02/05/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",32,269
02/05/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",32,269
02/02/2018,Joint,DVN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",40,277
02/20/2018,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,95,271
02/20/2018,Spouse,FB,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,176,271
02/14/2018,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,101,267
02/05/2018,Spouse,FB,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,184,269
02/05/2018,Spouse,AMZN,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,1393,269
02/05/2018,Spouse,FB,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,184,269
02/05/2018,Spouse,ETY,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,11,269
02/05/2018,Spouse,NFLX,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,258,269
02/05/2018,Spouse,BA,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,334,269
02/05/2018,Spouse,BAC,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,30,269
02/05/2018,Spouse,BAC,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,30,269
02/05/2018,Spouse,NFLX,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,258,269
02/05/2018,Spouse,BA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,334,269
02/05/2018,Spouse,ETY,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,11,269
02/05/2018,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,39,269
02/05/2018,Spouse,AMZN,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,1393,269
02/05/2018,Spouse,NVDA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,54,269
02/05/2018,Spouse,NOC,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,327,269
02/05/2018,Spouse,LMT,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,341,269
02/05/2018,Spouse,AAPL,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,39,269
02/05/2018,Spouse,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,54,269
02/05/2018,Spouse,NOC,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,327,269
02/05/2018,Spouse,COST,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,187,269
02/05/2018,Spouse,AMZN,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,1393,269
02/22/2018,Self,XPO,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,54,271
02/22/2018,Self,GILD,Stock,Sale (Partial),"$50,001 - $100,000",James M Inhofe,80,271
02/09/2018,Self,MSFT,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,86,259
02/09/2018,Self,KMX,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,64,259
01/25/2018,Self,KMX,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,71,283
01/25/2018,Self,BUD,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,114,283
02/20/2018,Self,WMT,Stock,Purchase,"$100,001 - $250,000",John Hoeven,95,271
01/31/2018,Spouse,AAPL,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,41,282
01/31/2018,Spouse,IHE,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,159,282
01/08/2018,Spouse,C,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,74,273
01/08/2018,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,100,273
01/08/2018,Joint,BIIB,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,335,273
01/17/2018,Joint,V,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,121,278
01/17/2018,Joint,COST,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,192,278
01/31/2018,Joint,GE,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,124,282
01/17/2018,Self,V,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,121,278
01/17/2018,Self,USB,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,56,278
01/04/2018,Spouse,GWW,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,235,271
01/04/2018,Spouse,GE,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,141,271
01/04/2018,Spouse,RDS-A,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,68,271
01/04/2018,Spouse,PG,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,91,271
01/04/2018,Spouse,NSC,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,147,271
01/04/2018,Spouse,MSFT,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,86,271
01/04/2018,Spouse,MRK,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,54,271
01/04/2018,Spouse,IBM,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,160,271
01/04/2018,Spouse,INTC,Stock,Sale (Full),"$15,001 - $50,000",Shelley M Capito,43,271
01/04/2018,Spouse,XOM,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,86,271
01/04/2018,Spouse,KO,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,45,271
01/04/2018,Spouse,C,Stock,Sale (Full),"$15,001 - $50,000",Shelley M Capito,75,271
01/04/2018,Spouse,CSCO,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,39,271
01/04/2018,Spouse,BMY,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,61,271
01/26/2018,Spouse,SLB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,77,285
01/26/2018,Spouse,RYAAY,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,121,285
01/26/2018,Spouse,INTC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,49,285
01/26/2018,Spouse,HXL,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,66,285
01/26/2018,Spouse,FANUY,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,29,285
01/31/2018,Spouse,TSCO,Stock,Sale (Full),"$15,001 - $50,000",Susan M Collins,77,282
01/31/2018,Spouse,AYI,Stock,Sale (Full),"$15,001 - $50,000",Susan M Collins,156,282
01/05/2018,Self,PFS,Stock,Sale (Full),"$1,001 - $15,000",Patrick J Toomey,26,272
01/08/2018,Self,PFS,Stock,Sale (Full),"$1,001 - $15,000",Patrick J Toomey,26,273
01/05/2018,Self,BAC,Stock,Sale (Full),"$15,001 - $50,000",Patrick J Toomey,30,272
01/31/2018,Joint,SUN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,282
01/31/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,282
01/31/2018,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,282
01/30/2018,Joint,ENB,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",37,282
01/30/2018,Joint,ENB,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",37,282
01/30/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,282
01/29/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,285
01/29/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,285
01/29/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,285
01/24/2018,Joint,PG,Stock,Purchase,"$50,001 - $100,000","David A Perdue , Jr",88,283
01/24/2018,Joint,JNJ,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",142,283
01/24/2018,Joint,DVN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",44,283
01/23/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,283
01/16/2018,Joint,COP,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",59,278
01/16/2018,Joint,SPY,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",278,278
01/16/2018,Joint,XOM,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",87,278
01/16/2018,Joint,MRK,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",59,278
01/16/2018,Joint,DISCA,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",24,278
01/16/2018,Joint,SPY,Stock,Sale (Partial),"$500,001 - $1,000,000","David A Perdue , Jr",278,278
01/16/2018,Joint,FEYE,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",15,278
01/16/2018,Joint,MOS,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",26,278
01/16/2018,Joint,HBI,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",22,278
01/05/2018,Joint,ENB,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",40,272
01/05/2018,Joint,TRP,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,272
01/05/2018,Joint,TRGP,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,272
01/05/2018,Joint,WMB,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",32,272
01/05/2018,Joint,KMI,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",18,272
01/05/2018,Joint,OKE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",55,272
01/05/2018,Joint,CSCO,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",39,272
01/05/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,272
01/05/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,272
01/04/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,271
01/24/2018,Self,JETS,Stock,Purchase,"$50,001 - $100,000",John Hoeven,33,283
01/05/2018,Spouse,OFC,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,28,272
01/16/2018,Self,LSCC,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,6,278
01/03/2018,Spouse,DVN,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,42,269
01/25/2018,Spouse,AMZN,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,1370,283
01/05/2018,Spouse,BAC,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,30,272
01/17/2018,Spouse,LMT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,333,278
01/04/2018,Spouse,JPM,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,108,271
01/16/2018,Spouse,CUTR,Stock,Sale (Partial),"$250,001 - $500,000",Tina Smith,50,278
01/05/2018,Joint,ENTL,Stock,Sale (Full),"$50,001 - $100,000",Tina Smith,24,272
12/26/2017,Self,DAL,Stock,Purchase,"$100,001 - $250,000",James M Inhofe,56,267
01/11/2018,Self,UNH,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,224,275
12/29/2017,Spouse,AAPL,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,42,267
01/12/2018,Self,LSCC,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,6,277
01/11/2018,Joint,HACK,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,33,275
01/11/2018,Joint,PEP,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,117,275
01/11/2018,Joint,UNFI,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,46,275
12/20/2017,Spouse,GDDY,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,50,267
12/20/2017,Spouse,CSX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,18,267
12/19/2017,Spouse,ENB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,38,267
12/19/2017,Spouse,SGAPY,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,26,267
12/19/2017,Spouse,SSDOY,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,47,267
01/08/2018,Self,PFS,Stock,Sale (Full),"$1,001 - $15,000",Patrick J Toomey,26,273
01/05/2018,Self,PFS,Stock,Sale (Full),"$1,001 - $15,000",Patrick J Toomey,26,272
12/07/2017,Self,GE,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,136,263
12/18/2017,Joint,NWL,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,30,268
12/05/2017,Self,NWL,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,31,263
12/05/2017,Self,DISH,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,52,263
12/05/2017,Self,JCI,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,37,263
12/18/2017,Self,REGN,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,387,268
12/29/2017,Self,AMZN,Stock,Purchase,"$50,001 - $100,000",John Hoeven,1175,267
12/29/2017,Self,AVGO,Stock,Purchase,"$100,001 - $250,000",John Hoeven,258,267
12/21/2017,Joint,BBL,Stock,Purchase,"$1,001 - $15,000",Tammy Duckworth,39,267
01/03/2018,Joint,CZR,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,269
01/03/2018,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,269
01/02/2018,Joint,SYY,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",60,268
01/02/2018,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,268
12/29/2017,Joint,SYY,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",60,267
12/28/2017,Joint,SYY,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",60,267
12/26/2017,Joint,PYPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",73,267
12/26/2017,Joint,DUK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",83,267
12/26/2017,Joint,MDLZ,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",43,267
12/26/2017,Joint,IP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",54,267
12/26/2017,Joint,KHC,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",78,267
12/26/2017,Joint,GOOGL,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",1065,267
12/26/2017,Joint,KHC,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",78,267
12/21/2017,Joint,CSCO,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",38,267
12/15/2017,Joint,CHRW,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",85,266
12/14/2017,Joint,AXTA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,266
12/14/2017,Joint,AXTA,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",31,266
12/13/2017,Joint,COP,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",51,267
12/13/2017,Joint,XOM,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",82,267
12/13/2017,Joint,SPY,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",267,267
12/13/2017,Joint,MRK,Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",54,267
12/13/2017,Joint,DISCA,Stock,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",19,267
12/13/2017,Joint,SPY,Stock,Purchase,"$500,001 - $1,000,000","David A Perdue , Jr",267,267
12/13/2017,Joint,FEYE,Stock,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",14,267
12/13/2017,Joint,HBI,Stock,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",21,267
12/13/2017,Joint,MOS,Stock,Sale (Full),"$100,001 - $250,000","David A Perdue , Jr",24,267
12/13/2017,Joint,SPY,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",267,267
12/12/2017,Joint,MOS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,266
12/04/2017,Joint,TRV,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",136,265
12/04/2017,Joint,AMZN,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",1152,265
12/04/2017,Joint,PYPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",72,265
12/04/2017,Joint,GPK,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",15,265
12/04/2017,Joint,PYPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",72,265
12/04/2017,Joint,CHRW,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",87,265
12/13/2017,Spouse,ETY,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,12,267
12/13/2017,Spouse,BAC,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,29,267
12/07/2017,Spouse,SBUX,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,59,263
12/18/2017,Spouse,ETY,Stock,Purchase,"$100,001 - $250,000",Pat Roberts,12,268
12/13/2017,Spouse,ETY,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,12,267
12/13/2017,Spouse,ETY,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,12,267
12/07/2017,Spouse,ETY,Stock,Sale (Full),"$100,001 - $250,000",Pat Roberts,12,263
12/07/2017,Spouse,NVDA,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,47,263
12/01/2017,Spouse,NVDA,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,49,263
12/04/2015,Self,MPLX,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,31,207
05/01/2015,Self,ETP,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,19,210
12/06/2017,Self,GE,Stock,Purchase,"$15,001 - $50,000",Patrick J Toomey,135,263
11/28/2017,Spouse,SLB,Stock,Purchase,"$1,001 - $15,000","Angus S King, Jr.",61,261
11/28/2017,Spouse,COP,Stock,Purchase,"$1,001 - $15,000","Angus S King, Jr.",49,261
11/17/2017,Spouse,PG,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",88,258
11/10/2017,Spouse,NVS,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",73,257
11/13/2017,Self,XOM,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,82,257
11/07/2017,Spouse,SLB,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,66,258
11/07/2017,Spouse,QCOM,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,63,258
11/07/2017,Spouse,XOM,Stock,Purchase,"$1,001 - $15,000",William Cassidy,83,258
11/17/2017,Spouse,IBM,Stock,Purchase,"$1,001 - $15,000",William Cassidy,149,258
11/30/2017,Joint,GS,Stock,Sale (Full),"$1,001 - $15,000",Tammy Duckworth,246,264
11/01/2017,Joint,SOUHY,Stock,Sale (Full),"$1,001 - $15,000",Tammy Duckworth,13,257
11/27/2017,Spouse,JPM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,98,260
11/27/2017,Spouse,GE,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,140,260
11/27/2017,Spouse,IBM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,152,260
11/01/2017,Joint,TMUS,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,59,257
11/07/2017,Joint,TMUS,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,55,258
11/27/2017,Self,TSLA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,62,260
11/27/2017,Self,MRK,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,51,260
11/27/2017,Self,WMT,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,96,260
11/13/2017,Self,MAT,Stock,Sale (Full),"$1,001 - $15,000",Gary C Peters,17,257
11/13/2017,Self,ARCC,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,16,257
11/06/2017,Self,HALO,Stock,Sale (Full),"$500,001 - $1,000,000",Mark R Warner,16,258
11/30/2017,Joint,AXTA,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,264
11/30/2017,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,264
11/30/2017,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,264
11/20/2017,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,258
11/17/2017,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,258
11/16/2017,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,258
11/15/2017,Joint,URBN,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",25,256
11/14/2017,Joint,WMT,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",90,257
11/13/2017,Joint,GM,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",43,257
11/13/2017,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,257
11/13/2017,Joint,HBI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",19,257
11/10/2017,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,257
11/10/2017,Joint,ENTG,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",31,257
11/07/2017,Joint,QCOM,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",63,258
