senator,ticker,owner,buybasis,sellbasis,totalamount,earning_rate,first_buy,last_sell,open_state
John Hoeven,CAT,Self,110.15384615384616,93.0,250000.0,-0.15572625698324027,2015-03-03,2016-12-16,0.0
John Hoeven,CCI,Self,107.5,181.0,150000.0,0.6837209302325581,2017-02-15,2021-11-15,1.0
John Hoeven,CE,Self,99.0,168.0,75000.0,0.696969696969697,2019-05-30,2021-11-15,1.0
John Hoeven,CSCO,Self,30.0,57.0,175000.0,0.9,2017-01-20,2021-11-15,1.0
John Hoeven,CSX,Self,35.0,12.0,75000.0,-0.6571428571428571,2021-11-15,2016-12-28,-1.0
John Hoeven,CVS,Self,65.0,55.0,75000.0,-0.15384615384615385,2018-06-07,2019-07-23,0.0
John Hoeven,CVX,Self,119.0,115.0,75000.0,-0.03361344537815126,2019-11-04,2021-11-15,1.0
John Hoeven,DEO,Self,205.0,103.0,175000.0,-0.4975609756097561,2021-11-15,2016-12-19,-1.0
John Hoeven,DOW,Self,45.0,60.0,150000.0,0.3333333333333333,2019-05-30,2021-11-15,1.0
John Hoeven,EXC,Self,44.0,54.0,75000.0,0.22727272727272727,2019-11-04,2021-11-15,1.0
John Hoeven,F,Self,10.0,12.0,175000.0,0.2,2017-05-15,2016-12-28,0.0
John Hoeven,FB,Self,126.0,347.0,150000.0,1.753968253968254,2016-03-07,2021-11-15,1.0
John Hoeven,FCNTX,Self,12.0,20.0,75000.0,0.6666666666666666,2019-03-22,2021-11-15,1.0
John Hoeven,FCX,Self,40.0,22.0,75000.0,-0.45,2021-11-15,2015-01-06,-1.0
John Hoeven,FDX,Self,241.0,158.0,53750.0,-0.34439834024896265,2018-09-19,2018-12-27,0.0
John Hoeven,FLMVX,Self,37.0,48.0,75000.0,0.2972972972972973,2019-03-22,2021-11-15,1.0
John Hoeven,GIS,Self,57.0,42.0,125000.0,-0.2631578947368421,2017-04-21,2018-05-23,0.0
John Hoeven,GOOG,Self,699.0,2992.0,32500.0,3.280400572246066,2016-03-07,2021-11-15,1.0
John Hoeven,GTX,Self,7.0,10.0,8000.0,0.42857142857142855,2021-11-15,2019-12-23,-1.0
John Hoeven,HAS,Self,80.0,98.0,75000.0,0.225,2016-08-22,2021-11-15,1.0
John Hoeven,IBM,Self,140.66666666666666,155.86746987951807,216250.0,0.10806258208188207,2018-04-18,2016-12-22,0.0
John Hoeven,INTC,Self,36.0,50.0,75000.0,0.3888888888888889,2017-01-20,2021-11-15,1.0
John Hoeven,IVZ,Self,22.0,16.0,166250.0,-0.2727272727272727,2016-03-07,2018-12-27,0.0
John Hoeven,JCI,Self,39.0,46.0,175000.0,0.1794871794871795,2015-08-13,2016-08-22,0.0
John Hoeven,JETS,Self,33.0,23.0,75000.0,-0.30303030303030304,2018-01-24,2021-11-15,1.0
John Hoeven,JNJ,Self,164.0,114.0,175000.0,-0.3048780487804878,2021-11-15,2017-01-20,-1.0
John Hoeven,KDP,Self,27.0,35.0,107500.0,0.2962962962962963,2019-03-22,2021-11-15,1.0
John Hoeven,KHC,Self,72.0,32.0,275000.0,-0.5555555555555556,2015-07-06,2019-12-23,0.0
John Hoeven,KO,Self,41.0,56.0,175000.0,0.36585365853658536,2017-01-20,2021-11-15,1.0
John Hoeven,KSS,Self,42.0,40.0,75000.0,-0.047619047619047616,2017-02-15,2017-04-20,0.0
John Hoeven,KTB,Self,35.0,59.0,32500.0,0.6857142857142857,2019-09-24,2021-11-15,1.0
John Hoeven,LYB,Self,83.5,95.0,150000.0,0.1377245508982036,2019-02-27,2021-11-15,1.0
John Hoeven,MCD,Self,120.0,252.0,300000.0,1.1,2016-02-03,2021-11-15,1.0
John Hoeven,MDLZ,Self,45.0,62.0,75000.0,0.37777777777777777,2017-04-24,2021-11-15,1.0
John Hoeven,MDU,Self,21.0,28.0,175000.0,0.3333333333333333,2015-03-20,2016-11-23,0.0
John Hoeven,MET,Self,44.5,64.0,150000.0,0.43820224719101125,2019-03-22,2021-11-15,1.0
John Hoeven,MPC,Self,59.0,66.0,75000.0,0.11864406779661017,2019-12-31,2021-11-15,1.0
John Hoeven,MRK,Self,47.0,58.0,75000.0,0.23404255319148937,2016-01-28,2017-01-25,0.0
John Hoeven,NFLX,Self,258.0,679.0,75000.0,1.6317829457364341,2019-09-24,2021-11-15,1.0
John Hoeven,NGG,Self,65.0,64.0,175000.0,-0.015384615384615385,2017-03-02,2017-09-21,0.0
John Hoeven,NKE,Self,52.0,169.0,175000.0,2.25,2017-01-04,2021-11-15,1.0
John Hoeven,NOG,Self,61.0,23.0,65000.0,-0.6229508196721312,2015-01-16,2021-11-15,1.0
John Hoeven,PEP,Self,102.0,163.0,175000.0,0.5980392156862745,2017-01-20,2021-11-15,1.0
John Hoeven,PFE,Self,30.0,30.0,75000.0,0.0,2016-11-25,2017-01-20,0.0
John Hoeven,PG,Self,87.0,147.0,175000.0,0.6896551724137931,2017-01-20,2021-11-15,1.0
John Hoeven,PRNHX,Self,57.0,98.0,75000.0,0.7192982456140351,2019-03-22,2021-11-15,1.0
John Hoeven,PRPFX,Self,51.0,39.0,32500.0,-0.23529411764705882,2021-11-15,2015-03-18,-1.0
John Hoeven,PRU,Self,82.15384615384616,110.0,325000.0,0.3389513108614231,2016-03-07,2021-11-15,1.0
John Hoeven,QCOM,Self,56.0,51.0,175000.0,-0.08928571428571429,2017-03-02,2017-09-21,0.0
John Hoeven,REZI,Self,27.0,11.0,8000.0,-0.5925925925925926,2021-11-15,2019-12-23,-1.0
John Hoeven,RL,Self,117.0,108.0,125000.0,-0.07692307692307693,2015-08-13,2016-08-19,0.0
John Hoeven,SBUX,Self,60.0,112.0,75000.0,0.8666666666666667,2017-04-21,2021-11-15,1.0
John Hoeven,SLB,Self,39.0,32.0,75000.0,-0.1794871794871795,2019-12-31,2021-11-15,1.0
John Hoeven,SPG,Self,183.0,174.0,175000.0,-0.04918032786885246,2017-01-04,2017-04-20,0.0
John Hoeven,T,Self,36.0,30.488372093023255,128750.0,-0.15310077519379847,2017-01-20,2018-12-27,0.0
John Hoeven,TAP,Self,71.0,55.0,175000.0,-0.22535211267605634,2015-08-13,2018-12-27,0.0
John Hoeven,TGBAX,Self,8.0,10.0,175000.0,0.25,2021-11-15,2019-12-23,-1.0
John Hoeven,TGT,Self,78.0,264.0,75000.0,2.3846153846153846,2019-03-22,2021-11-15,1.0
John Hoeven,TJX,Self,39.0,69.0,75000.0,0.7692307692307693,2016-08-23,2021-11-15,1.0
John Hoeven,TWO,Self,13.0,6.0,75000.0,-0.5384615384615384,2019-11-04,2021-11-15,1.0
John Hoeven,UAA,Self,25.0,30.0,32500.0,0.2,2021-11-15,2016-12-16,-1.0
John Hoeven,UNP,Self,241.0,104.0,175000.0,-0.5684647302904564,2021-11-15,2016-12-22,-1.0
John Hoeven,UPS,Self,104.5,104.0,162500.0,-0.004784688995215311,2017-03-02,2019-07-23,0.0
John Hoeven,USB,Self,60.0,52.0,32500.0,-0.13333333333333333,2021-11-15,2016-12-22,-1.0
John Hoeven,VFC,Self,48.0,77.0,75000.0,0.6041666666666666,2017-01-23,2021-11-15,1.0
John Hoeven,VFIJX,Self,10.0,10.0,75000.0,0.0,2019-12-31,2021-11-15,1.0
John Hoeven,VLO,Self,60.0,67.0,175000.0,0.11666666666666667,2016-04-22,2016-12-16,0.0
John Hoeven,VSAT,Self,54.0,68.0,32500.0,0.25925925925925924,2021-11-15,2016-12-22,-1.0
John Hoeven,VZ,Self,52.0,52.0,75000.0,0.0,2017-01-20,2021-11-15,1.0
John Hoeven,WFC,Self,51.0,55.0,175000.0,0.0784313725490196,2021-11-15,2016-12-23,-1.0
John Hoeven,WMT,Self,93.2,147.0,250000.0,0.5772532188841202,2018-02-20,2021-11-15,1.0
John Hoeven,XOM,Self,71.0,64.0,150000.0,-0.09859154929577464,2019-11-04,2021-11-15,1.0
John Hoeven,XSLV,Self,46.0,51.0,75000.0,0.10869565217391304,2019-03-08,2021-11-15,1.0
John N Kennedy,MTUM,Self,108.0,189.0,8000.0,0.75,2018-10-11,2021-11-15,1.0
John W Hickenlooper,CARG,Spouse,31.0,38.0,8000.0,0.22580645161290322,2021-02-12,2021-11-15,1.0
John W Hickenlooper,CMG,Spouse,1859.0,1307.0,175000.0,-0.2969338353953739,2021-11-15,2021-05-19,-1.0
John W Hickenlooper,CVX,Self,115.0,112.0,175000.0,-0.02608695652173913,2021-11-15,2021-10-28,-1.0
John W Hickenlooper,LMACU,Spouse,13.0,11.0,75000.0,-0.15384615384615385,2021-01-22,2021-11-15,1.0
John W Hickenlooper,MRK,Self,72.0,83.0,8000.0,0.1527777777777778,2021-06-02,2021-11-15,1.0
John W Hickenlooper,NOK,Spouse,5.0,5.0,8000.0,0.0,2021-06-03,2021-11-15,1.0
John W Hickenlooper,OGN,Self,33.0,30.0,8000.0,-0.09090909090909091,2021-11-15,2021-06-28,-1.0
John W Hickenlooper,PINS,Spouse,59.0,47.0,32500.0,-0.2033898305084746,2021-07-30,2021-11-15,1.0
John W Hickenlooper,PTON,Spouse,95.0,48.0,8000.0,-0.49473684210526314,2021-05-04,2021-11-15,1.0
John W Hickenlooper,QRTEA,Spouse,8.0,13.0,175000.0,0.625,2021-11-15,2021-05-10,-1.0
John W Hickenlooper,SNAP,Spouse,55.0,74.0,32500.0,0.34545454545454546,2021-11-15,2021-07-27,-1.0
John W Hickenlooper,TTD,Spouse,52.0,103.0,32500.0,0.9807692307692307,2021-05-10,2021-11-15,1.0
"Joseph Manchin, Iii",HBAN,Spouse,12.0,16.0,75000.0,0.3333333333333333,2017-04-21,2021-11-15,1.0
Kelly Loeffler,AA,Self,50.0,7.0,32500.0,-0.86,2021-11-15,2020-04-13,-1.0
Kelly Loeffler,AAPL,Joint,150.0,66.0,375000.0,-0.56,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,ABBV,Spouse,116.0,81.0,375000.0,-0.3017241379310345,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,ADM,Spouse,32.0,36.0,175000.0,0.125,2020-03-20,2020-04-07,0.0
Kelly Loeffler,ADP,Joint,231.0,148.38372093023256,258000.0,-0.35764622973925303,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,AGCO,Joint,128.0,49.0,75000.0,-0.6171875,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,AIG,Spouse,23.19277108433735,24.5,74000.0,0.056363636363636414,2020-03-16,2020-04-14,0.0
Kelly Loeffler,AIZ,Spouse,84.0626631853786,106.0,379000.0,0.2609640949186233,2020-03-18,2020-04-07,0.0
Kelly Loeffler,AMAT,Self,156.0,49.0,8000.0,-0.6858974358974359,2021-11-15,2020-04-13,-1.0
Kelly Loeffler,AMGN,Joint,209.0,211.0,375000.0,0.009569377990430622,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,AMZN,Joint,2009.0,1919.0,32500.0,-0.04479840716774515,2020-02-24,2020-02-27,0.0
Kelly Loeffler,ARNA,Joint,59.0,49.58620689655172,290000.0,-0.15955581531268268,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,AZO,Joint,1903.0,1051.6666666666667,97500.0,-0.4473638115256612,2021-11-15,2020-02-26,-1.0
Kelly Loeffler,AZO,Spouse,1903.0,1079.5,65000.0,-0.4327377824487651,2021-11-15,2020-01-31,-1.0
Kelly Loeffler,BAC,Joint,47.0,22.0,175000.0,-0.5319148936170213,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,BKNG,Joint,1620.0,1547.8148148148148,36500.0,-0.04455875628715137,2020-03-06,2020-03-11,0.0
Kelly Loeffler,BMY,Self,59.0,60.0,175000.0,0.01694915254237288,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,BMY,Spouse,59.0,60.0,375000.0,0.01694915254237288,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,BP,Self,27.0,24.0,75000.0,-0.1111111111111111,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,BP,Spouse,27.0,24.0,175000.0,-0.1111111111111111,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,C,Joint,69.0,43.0,175000.0,-0.37681159420289856,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,CAH,Spouse,44.0,49.0,175000.0,0.11363636363636363,2020-03-20,2020-04-07,0.0
Kelly Loeffler,CAT,Self,208.0,116.0,175000.0,-0.4423076923076923,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,CL,Self,78.0,72.0,175000.0,-0.07692307692307693,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,CL,Spouse,78.0,72.0,175000.0,-0.07692307692307693,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,CMCSA,Joint,53.0,44.0,32500.0,-0.16981132075471697,2021-11-15,2020-02-06,-1.0
Kelly Loeffler,CMCSA,Spouse,53.0,43.0,32500.0,-0.18867924528301888,2021-11-15,2020-01-29,-1.0
Kelly Loeffler,CME,Joint,198.23076923076923,184.43362831858408,303750.0,-0.0696014093358195,2020-02-24,2020-04-07,0.0
Kelly Loeffler,COST,Joint,519.0,305.0,175000.0,-0.4123314065510597,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,CR,Spouse,42.0,51.0,175000.0,0.21428571428571427,2020-03-20,2020-04-07,0.0
Kelly Loeffler,CSCO,Joint,57.0,41.0,175000.0,-0.2807017543859649,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,CSCO,Spouse,35.3,41.5,300000.0,0.17563739376770549,2020-03-13,2020-04-14,0.0
Kelly Loeffler,CTSH,Spouse,82.0,53.0,175000.0,-0.35365853658536583,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,CTVA,Spouse,48.0,26.0,32500.0,-0.4583333333333333,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,CTXS,Joint,122.0,146.0,175000.0,0.19672131147540983,2020-02-14,2020-04-07,0.0
Kelly Loeffler,CVS,Spouse,93.0,60.0,375000.0,-0.3548387096774194,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,CVX,Spouse,74.47058823529412,82.0,300000.0,0.10110584518167459,2020-03-10,2020-04-07,0.0
Kelly Loeffler,DAL,Spouse,28.0,23.5,150000.0,-0.16071428571428573,2020-03-17,2020-04-14,0.0
Kelly Loeffler,DD,Spouse,42.49053356282272,37.31325301204819,249000.0,-0.12184550573176164,2020-02-28,2020-04-14,0.0
Kelly Loeffler,DFS,Self,118.0,36.0,32500.0,-0.6949152542372882,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,DFS,Spouse,83.0,36.0,225000.0,-0.5662650602409639,2020-01-21,2020-04-14,0.0
Kelly Loeffler,DG,Joint,228.0,149.3227848101266,158000.0,-0.34507550521874303,2021-11-15,2020-03-17,-1.0
Kelly Loeffler,DG,Spouse,228.0,168.0,32500.0,-0.2631578947368421,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,DIS,Joint,159.0,103.0,175000.0,-0.3522012578616352,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,DOCU,Joint,264.0,89.0,350000.0,-0.6628787878787878,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,DOW,Spouse,60.0,35.0,32500.0,-0.4166666666666667,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,EBAY,Joint,74.0,31.0,175000.0,-0.581081081081081,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,EEFT,Joint,118.0,146.0,175000.0,0.23728813559322035,2021-11-15,2020-02-12,-1.0
Kelly Loeffler,EMR,Spouse,45.0,51.0,275000.0,0.13333333333333333,2020-03-20,2020-04-07,0.0
Kelly Loeffler,FB,Joint,347.0,193.32558139534885,107500.0,-0.44286575966758257,2021-11-15,2020-03-03,-1.0
Kelly Loeffler,FDX,Joint,253.0,120.0,175000.0,-0.525691699604743,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,FIS,Joint,141.0,122.74698795180723,57750.0,-0.12945398615739556,2020-02-27,2020-04-07,0.0
Kelly Loeffler,FNKO,Joint,18.0,8.5,215000.0,-0.5277777777777778,2021-11-15,2020-02-12,-1.0
Kelly Loeffler,GLNCY,Spouse,9.0,3.0,32500.0,-0.6666666666666666,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,GOOGL,Joint,2972.0,1199.0,375000.0,-0.5965679676985195,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,GS,Spouse,405.0,179.0,175000.0,-0.5580246913580247,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,HELE,Joint,247.0,142.09302325581396,107500.0,-0.42472460220318237,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,HIG,Self,72.0,41.0,175000.0,-0.4305555555555556,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,HIG,Spouse,32.0,38.5,262500.0,0.203125,2020-03-20,2020-04-14,0.0
Kelly Loeffler,HON,Joint,222.0,176.0,175000.0,-0.2072072072072072,2021-11-15,2020-02-05,-1.0
Kelly Loeffler,ICE,Self,95.0,88.0,16500000.0,-0.07368421052631578,2020-02-18,2020-05-20,0.0
Kelly Loeffler,ICE,Spouse,93.0,91.75,27000000.0,-0.013440860215053764,2020-02-26,2020-07-22,0.0
Kelly Loeffler,JD,Joint,85.0,42.0,375000.0,-0.5058823529411764,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,K,Spouse,58.0,63.0,262500.0,0.08620689655172414,2020-03-20,2020-04-14,0.0
Kelly Loeffler,KEY,Joint,24.0,10.0,175000.0,-0.5833333333333334,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,KEYS,Spouse,187.0,99.0,175000.0,-0.47058823529411764,2021-11-15,2020-01-29,-1.0
Kelly Loeffler,KHC,Self,37.0,28.0,175000.0,-0.24324324324324326,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,KL,Joint,44.0,37.0,75000.0,-0.1590909090909091,2021-11-15,2020-02-06,-1.0
Kelly Loeffler,KMI,Joint,16.0,14.0,175000.0,-0.125,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,LMT,Joint,340.0,367.0,175000.0,0.07941176470588235,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,LOW,Joint,235.0,93.0,375000.0,-0.6042553191489362,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,LULU,Joint,459.0,229.0,75000.0,-0.5010893246187363,2021-11-15,2020-03-03,-1.0
Kelly Loeffler,MDLZ,Joint,62.0,52.0,175000.0,-0.16129032258064516,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,MO,Spouse,45.0,41.0,32500.0,-0.08888888888888889,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,MPC,Joint,66.0,23.0,175000.0,-0.6515151515151515,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,MSFT,Joint,143.0,166.0,203750.0,0.16083916083916083,2020-03-19,2020-04-07,0.0
Kelly Loeffler,NNVC,Spouse,4.0,5.0,8000.0,0.25,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,NVDA,Joint,301.0,67.0,65000.0,-0.7774086378737541,2021-11-15,2020-02-26,-1.0
Kelly Loeffler,ORCL,Joint,55.0,51.0,175000.0,-0.07272727272727272,2020-02-14,2020-04-07,0.0
Kelly Loeffler,ORLY,Joint,650.0,389.0,32500.0,-0.4015384615384615,2021-11-15,2020-02-11,-1.0
Kelly Loeffler,PFE,Joint,49.0,32.0,175000.0,-0.3469387755102041,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,PRU,Joint,110.0,52.0,75000.0,-0.5272727272727272,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,PRU,Spouse,44.21875,68.66666666666667,382500.0,0.5528857479387516,2020-03-13,2020-04-14,0.0
Kelly Loeffler,PYPL,Joint,212.0,102.0,175000.0,-0.5188679245283019,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,REZI,Spouse,27.0,10.380530973451327,282500.0,-0.615535889872173,2021-11-15,2020-01-28,-1.0
Kelly Loeffler,ROKU,Joint,275.0,125.0,175000.0,-0.5454545454545454,2021-11-15,2020-02-07,-1.0
Kelly Loeffler,ROST,Joint,116.0,109.5,65000.0,-0.05603448275862069,2021-11-15,2020-03-03,-1.0
Kelly Loeffler,ROST,Spouse,116.0,113.0,65000.0,-0.02586206896551724,2021-11-15,2020-01-31,-1.0
Kelly Loeffler,RTX,Joint,89.0,60.0,175000.0,-0.3258426966292135,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,SAP,Joint,141.0,112.0,175000.0,-0.20567375886524822,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,SLB,Self,32.0,15.0,32500.0,-0.53125,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,STT,Self,99.0,60.0,175000.0,-0.3939393939393939,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,STT,Spouse,99.0,60.0,375000.0,-0.3939393939393939,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,STZ,Joint,228.0,154.0,175000.0,-0.32456140350877194,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,T,Joint,24.0,30.0,175000.0,0.25,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,TCEHY,Joint,62.0,51.0,65000.0,-0.1774193548387097,2021-11-15,2020-02-07,-1.0
Kelly Loeffler,TDG,Joint,650.0,301.93023255813955,107500.0,-0.5354919499105545,2021-11-15,2020-03-18,-1.0
Kelly Loeffler,TEX,Self,48.0,16.0,32500.0,-0.6666666666666666,2021-11-15,2020-04-13,-1.0
Kelly Loeffler,TFC,Joint,63.0,31.0,175000.0,-0.5079365079365079,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,TGT,Self,264.0,108.0,175000.0,-0.5909090909090909,2021-11-15,2020-04-14,-1.0
Kelly Loeffler,TJX,Joint,69.0,56.0,32500.0,-0.18840579710144928,2021-11-15,2020-03-09,-1.0
Kelly Loeffler,TJX,Spouse,69.0,59.0,32500.0,-0.14492753623188406,2021-11-15,2020-01-31,-1.0
Kelly Loeffler,TRV,Spouse,100.0,102.0,32500.0,0.02,2020-03-31,2020-04-07,0.0
Kelly Loeffler,VTR,Joint,54.0,27.0,175000.0,-0.5,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,VZ,Joint,52.0,57.0,375000.0,0.09615384615384616,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,WDC,Spouse,32.0,44.0,175000.0,0.375,2020-03-20,2020-04-07,0.0
Kelly Loeffler,WMT,Joint,147.0,123.0,175000.0,-0.16326530612244897,2021-11-15,2020-04-07,-1.0
Kelly Loeffler,XOM,Joint,64.0,60.0,375000.0,-0.0625,2021-11-15,2020-02-14,-1.0
Kelly Loeffler,XOM,Spouse,64.0,42.0,75000.0,-0.34375,2021-11-15,2020-04-14,-1.0
Ladda Tammy Duckworth,DIS,Joint,159.0,189.0,8000.0,0.18867924528301888,2021-11-15,2021-04-05,-1.0
Ladda Tammy Duckworth,GE,Joint,107.0,101.0,8000.0,-0.056074766355140186,2021-11-15,2018-08-07,-1.0
Ladda Tammy Duckworth,ITW,Joint,239.0,222.0,8000.0,-0.07112970711297072,2021-11-15,2021-04-05,-1.0
Ladda Tammy Duckworth,MDLZ,Joint,62.0,43.0,8000.0,-0.3064516129032258,2021-11-15,2018-08-07,-1.0
Ladda Tammy Duckworth,VZ,Joint,52.0,58.0,32500.0,0.11538461538461539,2021-11-15,2021-04-05,-1.0
Ladda Tammy Duckworth,WBA,Joint,49.0,67.0,8000.0,0.3673469387755102,2021-11-15,2018-08-07,-1.0
Maria Cantwell,RNWK,Self,1.0,4.0,8000.0,3.0,2021-11-15,2016-04-28,-1.0
Mark R Warner,CHTR,Self,692.0,348.0,3000000.0,-0.49710982658959535,2021-11-15,2019-02-19,-1.0
Mark R Warner,HALO,Self,38.0,16.0,750000.0,-0.5789473684210527,2021-11-15,2017-11-06,-1.0
Mark R Warner,ROAD,Self,40.0,34.0,75000.0,-0.15,2021-11-15,2021-10-14,-1.0
Mark R Warner,ZIOP,Self,1.0,5.0,375000.0,4.0,2021-11-15,2017-10-18,-1.0
Michael  B Enzi,KEY,Self,24.0,10.0,8000.0,-0.5833333333333334,2021-11-15,2016-02-10,-1.0
Pat Roberts,AAL,Spouse,14.333333333333334,11.329896907216495,36250.0,-0.20954207624070964,2020-06-04,2020-07-31,0.0
Pat Roberts,AAPL,Spouse,82.41922290388548,87.05338809034907,732000.0,0.05622675175993588,2015-01-28,2020-12-16,0.0
Pat Roberts,AMZN,Spouse,1811.8480176211453,1767.6244541484716,228000.0,-0.024407987338108405,2020-01-10,2019-10-01,0.0
Pat Roberts,BA,Spouse,226.52142857142857,246.10185185185185,310000.0,0.08643960707783113,2018-02-05,2016-12-27,0.0
Pat Roberts,BABA,Spouse,198.35802469135803,194.34567901234567,40500.0,-0.020227796103815324,2020-01-14,2020-07-02,0.0
Pat Roberts,BAC,Self,47.0,30.0,8000.0,-0.3617021276595745,2021-11-15,2018-07-24,-1.0
Pat Roberts,BAC,Spouse,26.3,25.53909465020576,100750.0,-0.02893176234959084,2018-01-05,2014-12-12,0.0
Pat Roberts,BBY,Spouse,111.0,118.0,8000.0,0.06306306306306306,2020-08-18,2020-10-13,0.0
Pat Roberts,BIDU,Spouse,219.75925925925927,226.0,89250.0,0.028398078705654303,2015-01-28,2017-09-09,0.0
Pat Roberts,BYND,Spouse,122.0,127.0,12000.0,0.040983606557377046,2020-04-29,2020-09-04,0.0
Pat Roberts,COF,Spouse,83.33333333333333,92.0,28250.0,0.10400000000000006,2017-08-01,2017-10-30,0.0
Pat Roberts,COST,Spouse,277.4273127753304,223.25,121750.0,-0.19528471163617886,2015-03-06,2020-11-04,0.0
Pat Roberts,CVX,Spouse,105.0,118.0,40250.0,0.12380952380952381,2015-03-16,2016-12-27,0.0
Pat Roberts,DAL,Spouse,38.0,42.0,8000.0,0.10526315789473684,2020-11-16,2021-11-15,1.0
Pat Roberts,DIS,Spouse,117.75,159.0,32000.0,0.3503184713375796,2020-03-24,2021-11-15,1.0
Pat Roberts,DVN,Joint,43.0,40.0,28250.0,-0.06976744186046512,2015-03-16,2018-08-20,0.0
Pat Roberts,DVN,Spouse,53.0,42.0,16000.0,-0.20754716981132076,2018-01-03,2021-11-15,1.0
Pat Roberts,ETY,Spouse,11.611374407582938,12.0,439750.0,0.0334693877551021,2018-02-05,2020-12-21,0.0
Pat Roberts,EXPI,Spouse,38.0,45.0,8000.0,0.18421052631578946,2020-12-21,2021-11-15,1.0
Pat Roberts,FB,Spouse,168.00987654320988,182.20192307692307,179250.0,0.08447150147189816,2017-01-19,2016-12-27,0.0
Pat Roberts,GE,Spouse,215.0,192.0,12000.0,-0.10697674418604651,2016-01-20,2017-09-26,0.0
Pat Roberts,GLD,Spouse,188.0,174.0,32500.0,-0.07446808510638298,2020-08-18,2021-11-15,1.0
Pat Roberts,GM,Spouse,36.0,35.0,8000.0,-0.027777777777777776,2015-02-05,2015-06-16,0.0
Pat Roberts,GOLD,Spouse,30.0,20.0,8000.0,-0.3333333333333333,2020-08-18,2021-11-15,1.0
Pat Roberts,HD,Spouse,127.0,372.0,8000.0,1.9291338582677164,2016-06-29,2021-11-15,1.0
Pat Roberts,JPM,Spouse,108.0,116.0,20250.0,0.07407407407407407,2018-01-04,2018-07-30,0.0
Pat Roberts,KSS,Spouse,78.0,46.0,8000.0,-0.41025641025641024,2018-08-28,2020-01-13,0.0
Pat Roberts,KTB,Spouse,35.0,38.0,8000.0,0.08571428571428572,2019-10-01,2019-10-17,0.0
Pat Roberts,LMT,Spouse,333.0,341.0,20250.0,0.024024024024024024,2018-01-17,2018-02-05,0.0
Pat Roberts,MA,Spouse,288.75,300.5,140000.0,0.04069264069264069,2020-01-21,2020-07-02,0.0
Pat Roberts,MSFT,Spouse,183.30519480519482,213.0,114500.0,0.1619965283927875,2020-02-11,2020-09-04,0.0
