senator,ticker,owner,buybasis,sellbasis,totalamount,earning_rate,first_buy,last_sell,open_state
Gary C Peters,OFC,Spouse,28.0,28.0,8000.0,0.0,2018-01-05,2021-11-15,1.0
Gary C Peters,PFE,Self,31.0,49.0,8000.0,0.5806451612903226,2015-09-16,2021-11-15,1.0
Gary C Peters,QCOM,Self,68.0,167.0,8000.0,1.4558823529411764,2015-04-14,2021-11-15,1.0
Gary C Peters,SHW,Self,330.0,140.5,16000.0,-0.5742424242424242,2021-11-15,2018-05-21,-1.0
Gary C Peters,SPG,Self,164.0,165.0,16000.0,0.006097560975609756,2017-06-05,2021-11-15,1.0
Gary C Peters,STAG,Self,25.0,42.0,16000.0,0.68,2021-01-15,2021-11-15,1.0
Gary C Peters,T,Self,31.0,24.0,16000.0,-0.22580645161290322,2015-09-10,2021-11-15,1.0
Gary C Peters,TFC,Self,54.0,63.0,32500.0,0.16666666666666666,2019-12-06,2021-11-15,1.0
Gary C Peters,UNP,Self,88.0,241.0,8000.0,1.7386363636363635,2015-09-16,2021-11-15,1.0
Gary C Peters,VPU,Self,145.0,147.0,8000.0,0.013793103448275862,2021-04-15,2021-11-15,1.0
Gary C Peters,WPC,Self,57.0,78.0,8000.0,0.3684210526315789,2016-01-26,2021-11-15,1.0
Jacklyn S Rosen,IR,Joint,33.0,58.0,8000.0,0.7575757575757576,2020-02-29,2021-11-15,1.0
Jacklyn S Rosen,NVS,Joint,84.0,82.0,8000.0,-0.023809523809523808,2019-04-08,2021-11-15,1.0
Jacklyn S Rosen,PFE,Joint,36.0,49.0,8000.0,0.3611111111111111,2020-11-17,2021-11-15,1.0
Jacklyn S Rosen,VFC,Joint,84.0,77.0,8000.0,-0.08333333333333333,2019-05-23,2021-11-15,1.0
James M Inhofe,A,Self,34.0,45.0,53750.0,0.3235294117647059,2015-08-24,2016-09-13,0.0
James M Inhofe,AAPL,Self,24.0,62.589285714285715,86250.0,1.6078869047619049,2015-08-24,2020-07-15,0.0
James M Inhofe,ABT,Self,129.0,49.0,75000.0,-0.6201550387596899,2021-11-15,2015-07-09,-1.0
James M Inhofe,ACSDX,Self,32.0,25.0,8000.0,-0.21875,2021-11-15,2015-07-09,-1.0
James M Inhofe,AIG,Self,43.0,55.0,75000.0,0.27906976744186046,2018-11-05,2019-07-17,0.0
James M Inhofe,ALB,Self,96.0,74.0,32500.0,-0.22916666666666666,2018-10-17,2019-01-16,0.0
James M Inhofe,AMGN,Self,209.0,154.0,75000.0,-0.2631578947368421,2021-11-15,2017-05-30,-1.0
James M Inhofe,AMZN,Self,3550.0,1673.6145833333333,240000.0,-0.5285592723004695,2021-11-15,2020-07-15,-1.0
James M Inhofe,APTV,Self,85.0,67.0,65000.0,-0.21176470588235294,2018-06-28,2018-12-27,0.0
James M Inhofe,ARW,Self,57.0,73.0,75000.0,0.2807017543859649,2015-08-12,2017-01-11,0.0
James M Inhofe,BABA,Self,175.0,99.27906976744185,70000.0,-0.43269102990033226,2017-10-23,2016-05-25,0.0
James M Inhofe,BAM,Self,60.0,37.23809523809524,231000.0,-0.3793650793650793,2021-11-15,2018-08-14,-1.0
James M Inhofe,BBU,Self,50.0,18.0,8000.0,-0.64,2021-11-15,2016-07-12,-1.0
James M Inhofe,BFAM,Self,76.0,146.97674418604652,91250.0,0.93390452876377,2017-05-30,2018-07-26,0.0
James M Inhofe,BIIB,Self,401.0,279.0,53750.0,-0.30423940149625933,2015-07-09,2016-07-21,0.0
James M Inhofe,BKNG,Self,2431.0,1851.0,75000.0,-0.23858494446729742,2021-11-15,2018-08-16,-1.0
James M Inhofe,BLK,Self,476.0,599.8277027027027,90250.0,0.26014223256870317,2017-10-17,2020-12-15,0.0
James M Inhofe,BMY,Self,55.0,52.51162790697674,86250.0,-0.04524312896405924,2017-02-01,2018-06-04,0.0
James M Inhofe,BUD,Self,105.0,114.0,75000.0,0.08571428571428572,2017-01-11,2018-01-25,0.0
James M Inhofe,C,Self,44.0,60.35443037974684,154000.0,0.3716915995397008,2016-04-13,2017-07-07,0.0
James M Inhofe,CERN,Self,48.0,51.0,75000.0,0.0625,2016-12-01,2017-02-10,0.0
James M Inhofe,CHKP,Self,97.0,97.0,75000.0,0.0,2017-01-26,2018-04-26,0.0
James M Inhofe,CLR,Self,29.324324324324323,46.1578947368421,192750.0,0.5740480232840165,2016-01-08,2015-08-24,0.0
James M Inhofe,COF,Self,156.0,76.0,175000.0,-0.5128205128205128,2021-11-15,2015-08-27,-1.0
James M Inhofe,COHR,Self,227.6024096385542,170.0,79000.0,-0.2530834789052988,2017-08-30,2018-05-03,0.0
James M Inhofe,CRM,Self,84.0,136.55421686746988,79000.0,0.6256454388984509,2017-04-25,2018-10-11,0.0
James M Inhofe,CRSP,Self,18.0,139.7965367965368,74000.0,6.766474266474266,2017-10-19,2020-12-22,0.0
James M Inhofe,CSX,Self,35.0,10.0,75000.0,-0.7142857142857143,2021-11-15,2016-10-12,-1.0
James M Inhofe,CTSH,Self,56.0,54.0,53750.0,-0.03571428571428571,2016-03-11,2016-11-15,0.0
James M Inhofe,CVS,Self,82.0,74.0,75000.0,-0.0975609756097561,2017-09-15,2017-10-11,0.0
James M Inhofe,DAL,Self,56.0,48.28915662650602,129000.0,-0.13769363166953535,2017-12-26,2018-05-03,0.0
James M Inhofe,DFS,Self,118.0,69.0,32500.0,-0.4152542372881356,2021-11-15,2018-05-03,-1.0
James M Inhofe,DHR,Self,103.0,150.02325581395348,91250.0,0.4565364642131406,2018-07-26,2019-03-01,0.0
James M Inhofe,DIS,Self,92.0,97.0,75000.0,0.05434782608695652,2016-09-30,2017-10-13,0.0
James M Inhofe,DISCK,Self,27.0,27.0,75000.0,0.0,2021-11-15,2015-08-07,-1.0
James M Inhofe,EDIT,Self,23.0,21.0,32500.0,-0.08695652173913043,2017-10-19,2019-02-04,0.0
James M Inhofe,EMR,Self,58.0,45.0,75000.0,-0.22413793103448276,2015-04-21,2015-08-24,0.0
James M Inhofe,ETN,Self,172.0,68.0,32500.0,-0.6046511627906976,2021-11-15,2015-04-14,-1.0
James M Inhofe,FANG,Self,71.0,109.0,75000.0,0.5352112676056338,2015-07-15,2021-11-15,1.0
James M Inhofe,FLR,Self,46.0,40.0,75000.0,-0.13043478260869565,2017-05-17,2017-08-04,0.0
James M Inhofe,GE,Self,145.80519480519482,157.125,127750.0,0.07763650129152927,2017-04-05,2018-10-31,0.0
James M Inhofe,GILD,Self,78.93023255813954,97.0,128750.0,0.22893341190335884,2016-01-28,2015-06-09,0.0
James M Inhofe,GM,Self,37.0,35.0,125000.0,-0.05405405405405406,2017-03-07,2017-08-30,0.0
James M Inhofe,GOOGL,Self,2972.0,1086.0,65000.0,-0.6345895020188426,2021-11-15,2018-10-09,-1.0
James M Inhofe,HBI,Self,21.0,23.0,175000.0,0.09523809523809523,2017-04-20,2017-10-23,0.0
James M Inhofe,INTU,Self,210.0,283.0,75000.0,0.3476190476190476,2018-08-16,2020-01-27,0.0
James M Inhofe,ISRG,Self,163.0,164.0,32500.0,0.006134969325153374,2018-10-25,2019-05-10,0.0
James M Inhofe,ITC,Self,-1.0,34.0,75000.0,-35.0,2015-07-09,2016-01-08,0.0
James M Inhofe,JNJ,Self,164.0,130.0,75000.0,-0.2073170731707317,2021-11-15,2017-06-09,-1.0
James M Inhofe,KMX,Self,68.88372093023256,63.0,145250.0,-0.0854152599594868,2018-01-25,2018-05-03,0.0
James M Inhofe,LEA,Self,190.0,143.0,32500.0,-0.24736842105263157,2018-06-28,2018-10-08,0.0
James M Inhofe,LH,Self,289.0,158.53488372093022,107500.0,-0.45143638850889195,2021-11-15,2018-05-03,-1.0
James M Inhofe,MCD,Self,252.0,97.0,75000.0,-0.6150793650793651,2021-11-15,2015-04-14,-1.0
James M Inhofe,MGEMX,Self,28.0,22.0,8000.0,-0.21428571428571427,2021-11-15,2015-07-09,-1.0
James M Inhofe,MRK,Self,55.0,71.0,141250.0,0.2909090909090909,2015-07-09,2019-01-11,0.0
James M Inhofe,MSACX,Self,20.0,13.0,32500.0,-0.35,2021-11-15,2015-07-09,-1.0
James M Inhofe,MSFT,Self,76.93023255813954,133.35714285714286,123750.0,0.7334816030402488,2018-02-09,2018-05-03,0.0
James M Inhofe,NTLA,Self,27.0,19.0,32500.0,-0.2962962962962963,2017-10-19,2018-10-25,0.0
James M Inhofe,PEP,Self,163.0,97.0,32500.0,-0.4049079754601227,2021-11-15,2018-05-03,-1.0
James M Inhofe,PG,Self,79.0,111.1,141250.0,0.4063291139240506,2015-04-29,2016-05-17,0.0
James M Inhofe,PRGO,Self,93.0,86.0,75000.0,-0.07526881720430108,2016-05-23,2016-08-12,0.0
James M Inhofe,PYPL,Self,70.0,114.5,48750.0,0.6357142857142857,2017-10-23,2019-06-25,0.0
James M Inhofe,QCOM,Self,167.0,63.0,75000.0,-0.6227544910179641,2021-11-15,2015-08-04,-1.0
James M Inhofe,RRC,Self,23.0,30.0,75000.0,0.30434782608695654,2021-11-15,2016-03-24,-1.0
James M Inhofe,ST,Self,42.0,47.0,75000.0,0.11904761904761904,2017-06-19,2018-06-28,0.0
James M Inhofe,SWN,Self,5.0,7.0,75000.0,0.4,2021-11-15,2016-03-04,-1.0
James M Inhofe,SYF,Self,27.906976744186046,36.0,128750.0,0.29,2016-02-24,2017-03-02,0.0
James M Inhofe,TEL,Self,73.0,94.0,75000.0,0.2876712328767123,2018-12-27,2019-04-26,0.0
James M Inhofe,UL,Self,41.0,53.0,91250.0,0.2926829268292683,2017-01-19,2017-06-19,0.0
James M Inhofe,UNH,Self,202.5,226.86046511627907,128750.0,0.12029859316681024,2018-01-11,2019-09-30,0.0
James M Inhofe,V,Self,213.0,147.78082191780823,182500.0,-0.30619332432953883,2021-11-15,2018-05-03,-1.0
James M Inhofe,VADDX,Self,87.0,49.0,8000.0,-0.4367816091954023,2021-11-15,2015-07-09,-1.0
James M Inhofe,VMIIX,Self,13.0,13.0,8000.0,0.0,2021-11-15,2015-07-09,-1.0
James M Inhofe,VSMIX,Self,23.0,20.0,8000.0,-0.13043478260869565,2021-11-15,2015-07-09,-1.0
James M Inhofe,WFC,Self,51.0,54.0,107500.0,0.058823529411764705,2021-11-15,2015-04-21,-1.0
James M Inhofe,WSTMX,Self,9.0,9.0,8000.0,0.0,2021-11-15,2015-07-09,-1.0
James M Inhofe,XBI,Self,71.0,76.0,32500.0,0.07042253521126761,2018-12-31,2019-09-30,0.0
James M Inhofe,XOM,Self,82.0,76.0,75000.0,-0.07317073170731707,2017-11-13,2018-05-03,0.0
James M Inhofe,XPO,Self,52.5,54.81395348837209,128750.0,0.044075304540420815,2018-02-22,2018-12-13,0.0
"Jerry Moran,",0QZI.IL,Self,180.0,344.0,8000.0,0.9111111111111111,2019-09-25,2021-11-15,1.0
"Jerry Moran,",0QZI.IL,Spouse,180.0,344.0,8000.0,0.9111111111111111,2019-09-25,2021-11-15,1.0
"Jerry Moran,",AAPL,Self,41.5,87.5,16000.0,1.108433734939759,2018-12-06,2019-09-25,0.0
"Jerry Moran,",AAPL,Spouse,41.5,87.5,16000.0,1.108433734939759,2018-12-06,2019-09-25,0.0
"Jerry Moran,",ABBV,Self,89.0,94.0,8000.0,0.056179775280898875,2018-12-06,2020-08-21,0.0
"Jerry Moran,",ABBV,Spouse,89.0,94.0,8000.0,0.056179775280898875,2018-12-06,2020-08-21,0.0
"Jerry Moran,",ALL,Self,114.0,94.0,8000.0,-0.17543859649122806,2021-11-15,2020-08-21,-1.0
"Jerry Moran,",ALL,Spouse,81.0,94.0,8000.0,0.16049382716049382,2018-12-19,2020-08-21,0.0
"Jerry Moran,",AMZN,Self,1752.0,3550.0,8000.0,1.0262557077625571,2019-09-25,2021-11-15,1.0
"Jerry Moran,",BAC,Self,24.5,29.0,12000.0,0.1836734693877551,2020-08-21,2019-09-25,0.0
"Jerry Moran,",BAC,Spouse,24.0,47.0,8000.0,0.9583333333333334,2018-12-19,2021-11-15,1.0
"Jerry Moran,",BRK-B,Self,203.5,206.0,12000.0,0.012285012285012284,2020-03-10,2020-08-21,0.0
"Jerry Moran,",BRK-B,Spouse,206.0,285.0,40500.0,0.38349514563106796,2020-08-21,2021-11-15,1.0
"Jerry Moran,",COST,Self,216.0,330.0,20000.0,0.5277777777777778,2018-12-06,2019-09-25,0.0
"Jerry Moran,",COST,Spouse,216.0,324.0,16000.0,0.5,2018-12-06,2019-09-25,0.0
"Jerry Moran,",CVS,Self,66.0,62.0,12000.0,-0.06060606060606061,2020-08-21,2019-09-25,0.0
"Jerry Moran,",CVS,Spouse,69.0,93.0,8000.0,0.34782608695652173,2018-12-19,2021-11-15,1.0
"Jerry Moran,",CVX,Self,84.0,115.0,8000.0,0.36904761904761907,2020-08-21,2021-11-15,1.0
"Jerry Moran,",CVX,Spouse,84.0,115.0,8000.0,0.36904761904761907,2020-08-21,2021-11-15,1.0
"Jerry Moran,",DIS,Self,112.0,129.5,24250.0,0.15625,2018-12-06,2019-09-25,0.0
"Jerry Moran,",DIS,Spouse,112.0,129.5,12000.0,0.15625,2018-12-06,2019-09-25,0.0
"Jerry Moran,",DVA,Self,61.0,106.0,8000.0,0.7377049180327869,2018-12-06,2021-11-15,1.0
"Jerry Moran,",DVA,Spouse,61.0,106.0,8000.0,0.7377049180327869,2018-12-06,2021-11-15,1.0
"Jerry Moran,",GILD,Self,65.0,67.0,16000.0,0.03076923076923077,2020-08-21,2021-11-15,1.0
"Jerry Moran,",GILD,Spouse,64.0,67.0,8000.0,0.046875,2019-09-25,2021-11-15,1.0
"Jerry Moran,",GIS,Self,39.0,54.0,8000.0,0.38461538461538464,2018-12-19,2019-09-25,0.0
"Jerry Moran,",GIS,Spouse,39.0,54.0,8000.0,0.38461538461538464,2018-12-19,2019-09-25,0.0
"Jerry Moran,",GOOG,Self,1051.0,2992.0,8000.0,1.846812559467174,2018-12-06,2021-11-15,1.0
"Jerry Moran,",GOOG,Spouse,1051.0,1031.0,8000.0,-0.019029495718363463,2018-12-06,2018-12-19,0.0
"Jerry Moran,",GS,Self,182.0,170.0,8000.0,-0.06593406593406594,2018-12-06,2018-12-19,0.0
"Jerry Moran,",GS,Spouse,182.0,170.0,8000.0,-0.06593406593406594,2018-12-06,2018-12-19,0.0
"Jerry Moran,",HAL,Joint,8.0,23.0,8000.0,1.875,2020-03-10,2021-11-15,1.0
"Jerry Moran,",INTC,Self,49.5,50.0,16000.0,0.010101010101010102,2020-08-21,2021-11-15,1.0
"Jerry Moran,",INTC,Spouse,50.0,50.0,8000.0,0.0,2019-09-25,2021-11-15,1.0
"Jerry Moran,",JNJ,Self,141.5,164.0,16000.0,0.15901060070671377,2020-08-21,2021-11-15,1.0
"Jerry Moran,",JNJ,Spouse,131.0,164.0,8000.0,0.25190839694656486,2019-09-25,2021-11-15,1.0
"Jerry Moran,",JNK,Self,108.0,108.0,32500.0,0.0,2021-11-15,2019-09-25,-1.0
"Jerry Moran,",JNK,Spouse,108.0,108.0,32500.0,0.0,2021-11-15,2019-09-25,-1.0
"Jerry Moran,",JPM,Self,104.0,97.5,12000.0,-0.0625,2018-12-06,2018-12-19,0.0
"Jerry Moran,",JPM,Spouse,104.0,97.0,8000.0,-0.0673076923076923,2018-12-06,2020-08-21,0.0
"Jerry Moran,",KO,Self,54.0,47.0,8000.0,-0.12962962962962962,2019-09-25,2020-08-21,0.0
"Jerry Moran,",KO,Spouse,54.0,47.0,8000.0,-0.12962962962962962,2019-09-25,2020-08-21,0.0
"Jerry Moran,",KR,Self,35.0,42.0,8000.0,0.2,2020-08-21,2021-11-15,1.0
"Jerry Moran,",KR,Spouse,35.0,42.0,8000.0,0.2,2020-08-21,2021-11-15,1.0
"Jerry Moran,",LM09.SG,Self,26.0,26.0,8000.0,0.0,2018-12-06,2018-12-19,0.0
"Jerry Moran,",LM09.SG,Spouse,26.0,26.0,8000.0,0.0,2018-12-06,2018-12-19,0.0
"Jerry Moran,",MPC,Self,59.0,35.0,8000.0,-0.4067796610169492,2019-09-25,2020-08-21,0.0
"Jerry Moran,",MPC,Spouse,59.0,66.0,8000.0,0.11864406779661017,2019-09-25,2021-11-15,1.0
"Jerry Moran,",MSFT,Self,107.0,138.0,8000.0,0.2897196261682243,2018-12-06,2019-09-25,0.0
"Jerry Moran,",MSFT,Spouse,107.0,336.0,8000.0,2.1401869158878504,2018-12-06,2021-11-15,1.0
"Jerry Moran,",OXY,Self,45.0,13.0,8000.0,-0.7111111111111111,2019-09-25,2020-08-21,0.0
"Jerry Moran,",OXY,Spouse,45.0,31.0,8000.0,-0.3111111111111111,2019-09-25,2021-11-15,1.0
"Jerry Moran,",PFE,Self,49.0,42.0,8000.0,-0.14285714285714285,2021-11-15,2018-12-06,-1.0
"Jerry Moran,",RDS-B,Self,60.0,43.0,12000.0,-0.2833333333333333,2018-12-06,2018-12-19,0.0
"Jerry Moran,",RDS-B,Spouse,60.0,45.0,8000.0,-0.25,2018-12-06,2021-11-15,1.0
"Jerry Moran,",TXN,Self,126.0,139.0,8000.0,0.10317460317460317,2019-09-25,2020-08-21,0.0
"Jerry Moran,",TXN,Spouse,126.0,139.0,8000.0,0.10317460317460317,2019-09-25,2020-08-21,0.0
"Jerry Moran,",USB,Self,43.0,55.0,12000.0,0.27906976744186046,2020-08-21,2019-09-25,0.0
"Jerry Moran,",USB,Spouse,51.0,60.0,8000.0,0.17647058823529413,2018-12-06,2021-11-15,1.0
"Jerry Moran,",V,Self,213.0,204.0,8000.0,-0.04225352112676056,2021-11-15,2020-08-21,-1.0
"Jerry Moran,",V,Spouse,213.0,204.0,8000.0,-0.04225352112676056,2021-11-15,2020-08-21,-1.0
"Jerry Moran,",VWO,Self,52.0,38.0,32500.0,-0.2692307692307692,2021-11-15,2020-03-10,-1.0
"Jerry Moran,",VZ,Joint,52.0,52.0,8000.0,0.0,2020-04-01,2021-11-15,1.0
"Jerry Moran,",VZ,Self,52.0,60.0,8000.0,0.15384615384615385,2021-11-15,2019-09-25,-1.0
"Jerry Moran,",VZ,Spouse,58.0,60.0,8000.0,0.034482758620689655,2018-12-06,2019-09-25,0.0
"Jerry Moran,",WFC,Self,50.0,39.333333333333336,28250.0,-0.2133333333333333,2018-12-06,2018-12-19,0.0
"Jerry Moran,",WFC,Spouse,50.0,36.0,12000.0,-0.28,2018-12-06,2019-09-25,0.0
"Jerry Moran,",WY,Self,25.0,23.0,8000.0,-0.08,2018-12-06,2018-12-19,0.0
"Jerry Moran,",WY,Spouse,25.0,23.0,8000.0,-0.08,2018-12-06,2018-12-19,0.0
"Jerry Moran,",XOM,Self,60.5,71.0,16000.0,0.17355371900826447,2020-03-10,2018-12-19,0.0
"Jerry Moran,",XOM,Spouse,77.0,71.0,8000.0,-0.07792207792207792,2018-12-06,2019-09-25,0.0
John Boozman,IWM,Self,239.0,222.0,8000.0,-0.07112970711297072,2021-11-15,2021-04-22,-1.0
John Cornyn,AAPL,Self,27.0,32.0,32500.0,0.18518518518518517,2015-08-21,2017-02-01,0.0
John F Reed,AAPL,Joint,150.0,43.0,24000.0,-0.7133333333333334,2021-11-15,2018-03-09,-1.0
John F Reed,AAPL,Self,150.0,43.0,32500.0,-0.7133333333333334,2021-11-15,2019-02-28,-1.0
John F Reed,ADI,Joint,81.5,100.0,16000.0,0.22699386503067484,2017-03-06,2018-03-09,0.0
John F Reed,ADI,Self,83.0,106.0,8000.0,0.27710843373493976,2017-03-06,2019-02-28,0.0
John F Reed,AMAT,Self,156.0,24.0,8000.0,-0.8461538461538461,2021-11-15,2015-03-03,-1.0
John F Reed,AMG,Joint,181.5,157.0,12000.0,-0.1349862258953168,2015-06-30,2016-12-14,0.0
John F Reed,AMG,Self,181.5,157.0,12000.0,-0.1349862258953168,2015-06-30,2016-12-14,0.0
John F Reed,AMGN,Joint,156.0,187.5,12000.0,0.20192307692307693,2015-02-20,2018-03-09,0.0
John F Reed,COST,Joint,519.0,198.0,16000.0,-0.6184971098265896,2021-11-15,2018-03-09,-1.0
John F Reed,COST,Self,519.0,218.0,8000.0,-0.5799614643545279,2021-11-15,2019-02-28,-1.0
John F Reed,CSCO,Joint,57.0,46.0,16000.0,-0.19298245614035087,2021-11-15,2018-03-09,-1.0
John F Reed,CVS,Joint,93.0,66.5,16000.0,-0.2849462365591398,2021-11-15,2018-03-09,-1.0
John F Reed,CVS,Self,93.0,58.0,8000.0,-0.3763440860215054,2021-11-15,2019-02-28,-1.0
John F Reed,DHR,Joint,77.33333333333333,103.0,24000.0,0.331896551724138,2016-09-12,2018-07-05,0.0
John F Reed,DHR,Self,77.33333333333333,126.0,16000.0,0.6293103448275863,2016-09-12,2019-02-28,0.0
John F Reed,EEM,Joint,51.0,35.0,8000.0,-0.3137254901960784,2021-11-15,2016-11-23,-1.0
John F Reed,EMC,Self,22450.0,5797.0,8000.0,-0.741781737193764,2021-11-15,2015-04-23,-1.0
John F Reed,EMR,Joint,96.0,59.0,8000.0,-0.3854166666666667,2021-11-15,2017-01-30,-1.0
John F Reed,FDX,Joint,165.5,201.66666666666666,20000.0,0.21852970795568977,2016-02-29,2018-03-09,0.0
John F Reed,FDX,Self,165.5,181.0,12000.0,0.09365558912386707,2016-02-29,2019-02-28,0.0
John F Reed,FEYE,Joint,46.0,19.0,8000.0,-0.5869565217391305,2015-07-29,2021-11-15,1.0
John F Reed,FEYE,Self,43.0,13.0,8000.0,-0.6976744186046512,2015-04-23,2016-11-23,0.0
John F Reed,HACK,Joint,30.0,33.0,8000.0,0.1,2017-06-19,2018-01-11,0.0
John F Reed,HACK,Self,27.5,66.0,16000.0,1.4,2017-03-06,2021-11-15,1.0
John F Reed,HOLX,Self,44.0,47.0,8000.0,0.06818181818181818,2018-11-28,2019-02-28,0.0
John F Reed,HON,Joint,113.0,146.0,12000.0,0.2920353982300885,2017-01-30,2018-03-09,0.0
John F Reed,IAI,Joint,113.0,50.0,8000.0,-0.5575221238938053,2021-11-15,2016-12-14,-1.0
John F Reed,INTC,Joint,50.0,49.5,16000.0,-0.01,2021-11-15,2018-03-09,-1.0
John F Reed,INTC,Self,36.0,52.0,8000.0,0.4444444444444444,2016-12-14,2019-02-28,0.0
John F Reed,IQV,Joint,253.0,124.33333333333333,24000.0,-0.5085638998682478,2021-11-15,2018-03-09,-1.0
John F Reed,IQV,Self,253.0,140.0,8000.0,-0.44664031620553357,2021-11-15,2019-02-28,-1.0
John F Reed,ISRG,Joint,71.0,159.5,12000.0,1.2464788732394365,2016-11-23,2018-03-09,0.0
John F Reed,ISRG,Self,71.0,183.0,8000.0,1.5774647887323943,2016-11-23,2019-02-28,0.0
John F Reed,ITW,Joint,239.0,152.0,16000.0,-0.36401673640167365,2021-11-15,2018-03-09,-1.0
John F Reed,IYT,Joint,170.0,177.5,12000.0,0.04411764705882353,2017-06-19,2018-03-09,0.0
John F Reed,IYT,Self,149.5,277.0,32000.0,0.8528428093645485,2017-03-06,2021-11-15,1.0
John F Reed,LSCC,Joint,6.0,5.0,8000.0,-0.16666666666666666,2015-06-04,2017-10-23,0.0
John F Reed,LSCC,Self,6.0,6.0,12000.0,0.0,2015-06-04,2018-01-16,0.0
John F Reed,MSFT,Self,43.0,84.0,12000.0,0.9534883720930233,2015-04-23,2016-07-25,0.0
John F Reed,NCR,Self,43.0,24.0,8000.0,-0.4418604651162791,2021-11-15,2016-03-03,-1.0
John F Reed,NXPI,Joint,218.0,102.0,16000.0,-0.5321100917431193,2021-11-15,2017-05-05,-1.0
John F Reed,NXPI,Self,218.0,102.0,16000.0,-0.5321100917431193,2021-11-15,2017-05-05,-1.0
John F Reed,PEP,Joint,163.0,109.33333333333333,24000.0,-0.3292433537832311,2021-11-15,2016-07-25,-1.0
John F Reed,PEP,Self,163.0,108.66666666666667,24000.0,-0.3333333333333333,2021-11-15,2016-07-25,-1.0
John F Reed,QCOM,Joint,167.0,58.333333333333336,24000.0,-0.6506986027944112,2021-11-15,2018-03-09,-1.0
John F Reed,QCOM,Self,167.0,55.17283950617284,40500.0,-0.6696237155318991,2021-11-15,2019-02-28,-1.0
John F Reed,RYT,Joint,319.0,161.0,8000.0,-0.4952978056426332,2021-11-15,2018-03-09,-1.0
John F Reed,SLB,Self,32.0,68.0,16000.0,1.125,2021-11-15,2015-04-23,-1.0
John F Reed,SYK,Joint,263.0,176.0,24000.0,-0.33079847908745247,2021-11-15,2018-03-09,-1.0
John F Reed,SYK,Self,263.0,187.0,32500.0,-0.2889733840304182,2021-11-15,2019-02-28,-1.0
John F Reed,TBF,Joint,25.0,23.0,8000.0,-0.08,2015-05-04,2016-01-29,0.0
John F Reed,TBF,Self,25.0,23.0,8000.0,-0.08,2015-05-04,2016-01-29,0.0
John F Reed,TMO,Joint,150.0,236.5,24000.0,0.5766666666666667,2017-03-06,2018-03-09,0.0
John F Reed,TMO,Self,147.33333333333334,258.0,16000.0,0.7511312217194569,2016-09-12,2019-02-28,0.0
John F Reed,UNFI,Joint,50.0,46.0,8000.0,-0.08,2021-11-15,2018-01-11,-1.0
John F Reed,UNFI,Self,50.0,33.0,8000.0,-0.34,2021-11-15,2018-07-27,-1.0
John F Reed,VRTX,Joint,187.0,163.0,24000.0,-0.12834224598930483,2021-11-15,2015-05-13,-1.0
John F Reed,VWO,Joint,35.0,40.5,12000.0,0.15714285714285714,2016-11-23,2015-12-29,0.0
John F Reed,WETF,Joint,10.0,8.0,8000.0,-0.2,2016-11-23,2017-04-04,0.0
John F Reed,WETF,Self,10.0,12.0,8000.0,0.2,2016-11-23,2016-12-14,0.0
John F Reed,XBI,Joint,71.5,95.0,12000.0,0.32867132867132864,2017-03-06,2018-03-09,0.0
John F Reed,XBI,Self,70.0,125.0,8000.0,0.7857142857142857,2017-03-06,2021-11-15,1.0
John F Reed,XLNX,Joint,214.0,103.66666666666667,24000.0,-0.5155763239875389,2021-11-15,2018-03-09,-1.0
John F Reed,XLNX,Self,214.0,124.0,32500.0,-0.4205607476635514,2021-11-15,2019-02-28,-1.0
John F Reed,XRT,Joint,103.0,49.0,8000.0,-0.5242718446601942,2021-11-15,2015-05-26,-1.0
John F Reed,XSD,Joint,59.666666666666664,74.0,16000.0,0.2402234636871509,2017-10-23,2018-03-09,0.0
John F Reed,XSD,Self,55.5,241.0,16000.0,3.3423423423423424,2016-11-23,2021-11-15,1.0
John F Reed,ZBH,Joint,131.0,112.5,16000.0,-0.14122137404580154,2021-11-15,2016-12-16,-1.0
John F Reed,ZBH,Self,131.0,112.5,16000.0,-0.14122137404580154,2021-11-15,2016-12-16,-1.0
John Hoeven,AAPL,Self,29.5,150.0,150000.0,4.084745762711864,2019-01-04,2021-11-15,1.0
John Hoeven,ABBV,Self,60.0,61.0,175000.0,0.016666666666666666,2015-02-25,2017-01-20,0.0
John Hoeven,ADP,Self,80.0,231.0,75000.0,1.8875,2016-02-09,2021-11-15,1.0
John Hoeven,AMGN,Self,143.0,154.0,75000.0,0.07692307692307693,2016-11-23,2017-01-20,0.0
John Hoeven,AMZN,Self,1407.5,3550.0,150000.0,1.522202486678508,2018-06-01,2021-11-15,1.0
John Hoeven,AVGO,Self,258.0,565.0,175000.0,1.189922480620155,2017-12-29,2021-11-15,1.0
John Hoeven,BIV,Self,87.0,88.0,175000.0,0.011494252873563218,2019-12-31,2021-11-15,1.0
John Hoeven,BMEZ,Self,20.0,26.0,175000.0,0.3,2020-01-29,2021-11-15,1.0
John Hoeven,BMY,Self,59.0,52.0,75000.0,-0.11864406779661017,2016-08-22,2017-01-20,0.0
John Hoeven,BSTZ,Self,20.0,43.0,350000.0,1.15,2019-06-26,2021-11-15,1.0
John Hoeven,BUD,Self,59.0,65.0,75000.0,0.1016949152542373,2021-11-15,2018-12-27,-1.0
John Hoeven,BX,Self,143.0,28.0,175000.0,-0.8041958041958042,2021-11-15,2016-12-19,-1.0
